NumCom,Combinacion,TP,TN,FP,FN
1996,0011001111100000,28,352,30,31
1997,1011001111100000,1,325,57,58
1998,0111001111100000,28,352,30,31
1999,1111001111100000,1,325,57,58
2000,0000101111100000,29,353,29,30
2001,1000101111100000,2,326,56,57
2002,0100101111100000,29,353,29,30
2003,1100101111100000,2,326,56,57
2004,0010101111100000,30,354,28,29
2005,1010101111100000,1,325,57,58
2006,0110101111100000,30,354,28,29
2007,1110101111100000,1,325,57,58
2008,0001101111100000,25,349,33,34
2009,1001101111100000,1,325,57,58
2010,0101101111100000,25,349,33,34
2011,1101101111100000,1,325,57,58
2012,0011101111100000,27,351,31,32
2013,1011101111100000,1,325,57,58
2014,0111101111100000,27,351,31,32
2015,1111101111100000,1,325,57,58
2016,0000011111100000,25,349,33,34
2017,1000011111100000,1,325,57,58
2018,0100011111100000,25,349,33,34
2019,1100011111100000,1,325,57,58
2020,0010011111100000,27,351,31,32
2021,1010011111100000,1,325,57,58
2022,0110011111100000,27,351,31,32
2023,1110011111100000,1,325,57,58
2024,0001011111100000,20,344,38,39
2025,1001011111100000,1,325,57,58
2026,0101011111100000,20,344,38,39
2027,1101011111100000,1,325,57,58
2028,0011011111100000,26,350,32,33
2029,1011011111100000,1,325,57,58
2030,0111011111100000,26,350,32,33
2031,1111011111100000,1,325,57,58
2032,0000111111100000,27,351,31,32
2033,1000111111100000,1,325,57,58
2034,0100111111100000,27,351,31,32
2035,1100111111100000,1,325,57,58
2036,0010111111100000,28,352,30,31
2037,1010111111100000,1,325,57,58
2038,0110111111100000,28,352,30,31
2039,1110111111100000,1,325,57,58
2040,0001111111100000,22,346,36,37
2041,1001111111100000,1,325,57,58
2042,0101111111100000,22,346,36,37
2043,1101111111100000,1,325,57,58
2044,0011111111100000,27,351,31,32
2045,1011111111100000,1,325,57,58
2046,0111111111100000,27,351,31,32
2047,1111111111100000,1,325,57,58
2048,0000000000010000,2,326,56,57
2049,1000000000010000,1,325,57,58
2050,0100000000010000,2,326,56,57
2051,1100000000010000,1,325,57,58
2052,0010000000010000,31,355,27,28
2053,1010000000010000,1,325,57,58
2054,0110000000010000,31,355,27,28
2055,1110000000010000,1,325,57,58
2056,0001000000010000,5,329,53,54
2057,1001000000010000,1,325,57,58
2058,0101000000010000,5,329,53,54
2059,1101000000010000,1,325,57,58
2060,0011000000010000,27,351,31,32
2061,1011000000010000,1,325,57,58
2062,0111000000010000,27,351,31,32
2063,1111000000010000,1,325,57,58
2064,0000100000010000,29,353,29,30
2065,1000100000010000,1,325,57,58
2066,0100100000010000,29,353,29,30
2067,1100100000010000,1,325,57,58
2068,0010100000010000,30,354,28,29
2069,1010100000010000,1,325,57,58
2070,0110100000010000,30,354,28,29
2071,1110100000010000,1,325,57,58
2072,0001100000010000,18,342,40,41
2073,1001100000010000,1,325,57,58
2074,0101100000010000,18,342,40,41
2075,1101100000010000,1,325,57,58
2076,0011100000010000,28,352,30,31
2077,1011100000010000,1,325,57,58
2078,0111100000010000,28,352,30,31
2079,1111100000010000,1,325,57,58
2080,0000010000010000,18,342,40,41
2081,1000010000010000,1,325,57,58
2082,0100010000010000,18,342,40,41
2083,1100010000010000,1,325,57,58
2084,0010010000010000,28,352,30,31
2085,1010010000010000,1,325,57,58
2086,0110010000010000,28,352,30,31
2087,1110010000010000,1,325,57,58
2088,0001010000010000,11,335,47,48
2089,1001010000010000,1,325,57,58
2090,0101010000010000,11,335,47,48
2091,1101010000010000,1,325,57,58
2092,0011010000010000,25,349,33,34
2093,1011010000010000,1,325,57,58
2094,0111010000010000,25,349,33,34
2095,1111010000010000,1,325,57,58
2096,0000110000010000,24,348,34,35
2097,1000110000010000,1,325,57,58
2098,0100110000010000,24,348,34,35
2099,1100110000010000,1,325,57,58
2100,0010110000010000,27,351,31,32
2101,1010110000010000,1,325,57,58
2102,0110110000010000,27,351,31,32
2103,1110110000010000,1,325,57,58
2104,0001110000010000,18,342,40,41
2105,1001110000010000,1,325,57,58
2106,0101110000010000,18,342,40,41
2107,1101110000010000,1,325,57,58
2108,0011110000010000,27,351,31,32
2109,1011110000010000,1,325,57,58
2110,0111110000010000,27,351,31,32
2111,1111110000010000,1,325,57,58
2112,0000001000010000,26,350,32,33
2113,1000001000010000,2,326,56,57
2114,0100001000010000,26,350,32,33
2115,1100001000010000,2,326,56,57
2116,0010001000010000,31,355,27,28
2117,1010001000010000,1,325,57,58
2118,0110001000010000,31,355,27,28
2119,1110001000010000,1,325,57,58
2120,0001001000010000,19,343,39,40
2121,1001001000010000,1,325,57,58
2122,0101001000010000,19,343,39,40
2123,1101001000010000,1,325,57,58
2124,0011001000010000,28,352,30,31
2125,1011001000010000,1,325,57,58
2126,0111001000010000,28,352,30,31
2127,1111001000010000,1,325,57,58
2128,0000101000010000,26,350,32,33
2129,1000101000010000,2,326,56,57
2130,0100101000010000,26,350,32,33
2131,1100101000010000,2,326,56,57
2132,0010101000010000,30,354,28,29
2133,1010101000010000,1,325,57,58
2134,0110101000010000,30,354,28,29
2135,1110101000010000,1,325,57,58
2136,0001101000010000,24,348,34,35
2137,1001101000010000,1,325,57,58
2138,0101101000010000,24,348,34,35
2139,1101101000010000,1,325,57,58
2140,0011101000010000,28,352,30,31
2141,1011101000010000,1,325,57,58
2142,0111101000010000,28,352,30,31
2143,1111101000010000,1,325,57,58
2144,0000011000010000,24,348,34,35
2145,1000011000010000,1,325,57,58
2146,0100011000010000,24,348,34,35
2147,1100011000010000,1,325,57,58
2148,0010011000010000,28,352,30,31
2149,1010011000010000,1,325,57,58
2150,0110011000010000,28,352,30,31
2151,1110011000010000,1,325,57,58
2152,0001011000010000,20,344,38,39
2153,1001011000010000,1,325,57,58
2154,0101011000010000,20,344,38,39
2155,1101011000010000,1,325,57,58
2156,0011011000010000,26,350,32,33
2157,1011011000010000,1,325,57,58
2158,0111011000010000,26,350,32,33
2159,1111011000010000,1,325,57,58
2160,0000111000010000,26,350,32,33
2161,1000111000010000,1,325,57,58
2162,0100111000010000,26,350,32,33
2163,1100111000010000,1,325,57,58
2164,0010111000010000,29,353,29,30
2165,1010111000010000,1,325,57,58
2166,0110111000010000,29,353,29,30
2167,1110111000010000,1,325,57,58
2168,0001111000010000,23,347,35,36
2169,1001111000010000,1,325,57,58
2170,0101111000010000,23,347,35,36
2171,1101111000010000,1,325,57,58
2172,0011111000010000,27,351,31,32
2173,1011111000010000,1,325,57,58
2174,0111111000010000,27,351,31,32
2175,1111111000010000,1,325,57,58
2176,0000000100010000,18,342,40,41
2177,1000000100010000,1,325,57,58
2178,0100000100010000,18,342,40,41
2179,1100000100010000,1,325,57,58
2180,0010000100010000,31,355,27,28
2181,1010000100010000,1,325,57,58
2182,0110000100010000,31,355,27,28
2183,1110000100010000,1,325,57,58
2184,0001000100010000,9,333,49,50
2185,1001000100010000,1,325,57,58
2186,0101000100010000,9,333,49,50
2187,1101000100010000,1,325,57,58
2188,0011000100010000,27,351,31,32
2189,1011000100010000,1,325,57,58
2190,0111000100010000,27,351,31,32
2191,1111000100010000,1,325,57,58
2192,0000100100010000,30,354,28,29
2193,1000100100010000,1,325,57,58
2194,0100100100010000,30,354,28,29
2195,1100100100010000,1,325,57,58
2196,0010100100010000,30,354,28,29
2197,1010100100010000,1,325,57,58
2198,0110100100010000,30,354,28,29
2199,1110100100010000,1,325,57,58
2200,0001100100010000,19,343,39,40
2201,1001100100010000,1,325,57,58
2202,0101100100010000,19,343,39,40
2203,1101100100010000,1,325,57,58
2204,0011100100010000,27,351,31,32
2205,1011100100010000,1,325,57,58
2206,0111100100010000,27,351,31,32
2207,1111100100010000,1,325,57,58
2208,0000010100010000,19,343,39,40
2209,1000010100010000,1,325,57,58
2210,0100010100010000,19,343,39,40
2211,1100010100010000,1,325,57,58
2212,0010010100010000,27,351,31,32
2213,1010010100010000,1,325,57,58
2214,0110010100010000,27,351,31,32
2215,1110010100010000,1,325,57,58
2216,0001010100010000,15,339,43,44
2217,1001010100010000,1,325,57,58
2218,0101010100010000,15,339,43,44
2219,1101010100010000,1,325,57,58
2220,0011010100010000,26,350,32,33
2221,1011010100010000,1,325,57,58
2222,0111010100010000,26,350,32,33
2223,1111010100010000,1,325,57,58
2224,0000110100010000,24,348,34,35
2225,1000110100010000,1,325,57,58
2226,0100110100010000,24,348,34,35
2227,1100110100010000,1,325,57,58
2228,0010110100010000,26,350,32,33
2229,1010110100010000,1,325,57,58
2230,0110110100010000,26,350,32,33
2231,1110110100010000,1,325,57,58
2232,0001110100010000,19,343,39,40
2233,1001110100010000,1,325,57,58
2234,0101110100010000,19,343,39,40
2235,1101110100010000,1,325,57,58
2236,0011110100010000,27,351,31,32
2237,1011110100010000,1,325,57,58
2238,0111110100010000,27,351,31,32
2239,1111110100010000,1,325,57,58
2240,0000001100010000,25,349,33,34
2241,1000001100010000,2,326,56,57
2242,0100001100010000,25,349,33,34
2243,1100001100010000,2,326,56,57
2244,0010001100010000,31,355,27,28
2245,1010001100010000,1,325,57,58
2246,0110001100010000,31,355,27,28
2247,1110001100010000,1,325,57,58
2248,0001001100010000,21,345,37,38
2249,1001001100010000,1,325,57,58
2250,0101001100010000,21,345,37,38
2251,1101001100010000,1,325,57,58
2252,0011001100010000,28,352,30,31
2253,1011001100010000,1,325,57,58
2254,0111001100010000,28,352,30,31
2255,1111001100010000,1,325,57,58
2256,0000101100010000,28,352,30,31
2257,1000101100010000,2,326,56,57
2258,0100101100010000,28,352,30,31
2259,1100101100010000,2,326,56,57
2260,0010101100010000,30,354,28,29
2261,1010101100010000,1,325,57,58
2262,0110101100010000,30,354,28,29
2263,1110101100010000,1,325,57,58
2264,0001101100010000,23,347,35,36
2265,1001101100010000,1,325,57,58
2266,0101101100010000,23,347,35,36
2267,1101101100010000,1,325,57,58
2268,0011101100010000,27,351,31,32
2269,1011101100010000,1,325,57,58
2270,0111101100010000,27,351,31,32
2271,1111101100010000,1,325,57,58
2272,0000011100010000,23,347,35,36
2273,1000011100010000,1,325,57,58
2274,0100011100010000,23,347,35,36
2275,1100011100010000,1,325,57,58
2276,0010011100010000,27,351,31,32
2277,1010011100010000,1,325,57,58
2278,0110011100010000,27,351,31,32
2279,1110011100010000,1,325,57,58
2280,0001011100010000,20,344,38,39
2281,1001011100010000,1,325,57,58
2282,0101011100010000,20,344,38,39
2283,1101011100010000,1,325,57,58
2284,0011011100010000,26,350,32,33
2285,1011011100010000,1,325,57,58
2286,0111011100010000,26,350,32,33
2287,1111011100010000,1,325,57,58
2288,0000111100010000,26,350,32,33
2289,1000111100010000,1,325,57,58
2290,0100111100010000,26,350,32,33
2291,1100111100010000,1,325,57,58
2292,0010111100010000,29,353,29,30
2293,1010111100010000,1,325,57,58
2294,0110111100010000,29,353,29,30
2295,1110111100010000,1,325,57,58
2296,0001111100010000,22,346,36,37
2297,1001111100010000,1,325,57,58
2298,0101111100010000,22,346,36,37
2299,1101111100010000,1,325,57,58
2300,0011111100010000,28,352,30,31
2301,1011111100010000,1,325,57,58
2302,0111111100010000,28,352,30,31
2303,1111111100010000,1,325,57,58
2304,0000000010010000,4,328,54,55
2305,1000000010010000,1,325,57,58
2306,0100000010010000,4,328,54,55
2307,1100000010010000,1,325,57,58
2308,0010000010010000,32,356,26,27
2309,1010000010010000,1,325,57,58
2310,0110000010010000,32,356,26,27
2311,1110000010010000,1,325,57,58
2312,0001000010010000,6,330,52,53
2313,1001000010010000,1,325,57,58
2314,0101000010010000,6,330,52,53
2315,1101000010010000,1,325,57,58
2316,0011000010010000,27,351,31,32
2317,1011000010010000,1,325,57,58
2318,0111000010010000,27,351,31,32
2319,1111000010010000,1,325,57,58
2320,0000100010010000,30,354,28,29
2321,1000100010010000,1,325,57,58
2322,0100100010010000,30,354,28,29
2323,1100100010010000,1,325,57,58
2324,0010100010010000,31,355,27,28
2325,1010100010010000,1,325,57,58
2326,0110100010010000,31,355,27,28
2327,1110100010010000,1,325,57,58
2328,0001100010010000,18,342,40,41
2329,1001100010010000,1,325,57,58
2330,0101100010010000,18,342,40,41
2331,1101100010010000,1,325,57,58
2332,0011100010010000,28,352,30,31
2333,1011100010010000,1,325,57,58
2334,0111100010010000,28,352,30,31
2335,1111100010010000,1,325,57,58
2336,0000010010010000,18,342,40,41
2337,1000010010010000,1,325,57,58
2338,0100010010010000,18,342,40,41
2339,1100010010010000,1,325,57,58
2340,0010010010010000,28,352,30,31
2341,1010010010010000,1,325,57,58
2342,0110010010010000,28,352,30,31
2343,1110010010010000,1,325,57,58
2344,0001010010010000,11,335,47,48
2345,1001010010010000,1,325,57,58
2346,0101010010010000,11,335,47,48
2347,1101010010010000,1,325,57,58
2348,0011010010010000,25,349,33,34
2349,1011010010010000,1,325,57,58
2350,0111010010010000,25,349,33,34
2351,1111010010010000,1,325,57,58
2352,0000110010010000,23,347,35,36
2353,1000110010010000,1,325,57,58
2354,0100110010010000,23,347,35,36
2355,1100110010010000,1,325,57,58
2356,0010110010010000,27,351,31,32
2357,1010110010010000,1,325,57,58
2358,0110110010010000,27,351,31,32
2359,1110110010010000,1,325,57,58
2360,0001110010010000,18,342,40,41
2361,1001110010010000,1,325,57,58
2362,0101110010010000,18,342,40,41
2363,1101110010010000,1,325,57,58
2364,0011110010010000,27,351,31,32
2365,1011110010010000,1,325,57,58
2366,0111110010010000,27,351,31,32
2367,1111110010010000,1,325,57,58
2368,0000001010010000,25,349,33,34
2369,1000001010010000,2,326,56,57
2370,0100001010010000,25,349,33,34
2371,1100001010010000,2,326,56,57
2372,0010001010010000,31,355,27,28
2373,1010001010010000,1,325,57,58
2374,0110001010010000,31,355,27,28
2375,1110001010010000,1,325,57,58
2376,0001001010010000,21,345,37,38
2377,1001001010010000,1,325,57,58
2378,0101001010010000,21,345,37,38
2379,1101001010010000,1,325,57,58
2380,0011001010010000,28,352,30,31
2381,1011001010010000,1,325,57,58
2382,0111001010010000,28,352,30,31
2383,1111001010010000,1,325,57,58
2384,0000101010010000,26,350,32,33
2385,1000101010010000,2,326,56,57
2386,0100101010010000,26,350,32,33
2387,1100101010010000,2,326,56,57
2388,0010101010010000,30,354,28,29
2389,1010101010010000,1,325,57,58
2390,0110101010010000,30,354,28,29
2391,1110101010010000,1,325,57,58
2392,0001101010010000,24,348,34,35
2393,1001101010010000,1,325,57,58
2394,0101101010010000,24,348,34,35
2395,1101101010010000,1,325,57,58
2396,0011101010010000,28,352,30,31
2397,1011101010010000,1,325,57,58
2398,0111101010010000,28,352,30,31
2399,1111101010010000,1,325,57,58
2400,0000011010010000,24,348,34,35
2401,1000011010010000,1,325,57,58
2402,0100011010010000,24,348,34,35
2403,1100011010010000,1,325,57,58
2404,0010011010010000,28,352,30,31
2405,1010011010010000,1,325,57,58
2406,0110011010010000,28,352,30,31
2407,1110011010010000,1,325,57,58
2408,0001011010010000,19,343,39,40
2409,1001011010010000,1,325,57,58
2410,0101011010010000,19,343,39,40
2411,1101011010010000,1,325,57,58
2412,0011011010010000,26,350,32,33
2413,1011011010010000,1,325,57,58
2414,0111011010010000,26,350,32,33
2415,1111011010010000,1,325,57,58
2416,0000111010010000,27,351,31,32
2417,1000111010010000,1,325,57,58
2418,0100111010010000,27,351,31,32
2419,1100111010010000,1,325,57,58
2420,0010111010010000,29,353,29,30
2421,1010111010010000,1,325,57,58
2422,0110111010010000,29,353,29,30
2423,1110111010010000,1,325,57,58
2424,0001111010010000,23,347,35,36
2425,1001111010010000,1,325,57,58
2426,0101111010010000,23,347,35,36
2427,1101111010010000,1,325,57,58
2428,0011111010010000,28,352,30,31
2429,1011111010010000,1,325,57,58
2430,0111111010010000,28,352,30,31
2431,1111111010010000,1,325,57,58
2432,0000000110010000,21,345,37,38
2433,1000000110010000,1,325,57,58
2434,0100000110010000,21,345,37,38
2435,1100000110010000,1,325,57,58
2436,0010000110010000,31,355,27,28
2437,1010000110010000,1,325,57,58
2438,0110000110010000,31,355,27,28
2439,1110000110010000,1,325,57,58
2440,0001000110010000,9,333,49,50
2441,1001000110010000,1,325,57,58
2442,0101000110010000,9,333,49,50
2443,1101000110010000,1,325,57,58
2444,0011000110010000,27,351,31,32
2445,1011000110010000,1,325,57,58
2446,0111000110010000,27,351,31,32
2447,1111000110010000,1,325,57,58
2448,0000100110010000,30,354,28,29
2449,1000100110010000,1,325,57,58
2450,0100100110010000,30,354,28,29
2451,1100100110010000,1,325,57,58
2452,0010100110010000,30,354,28,29
2453,1010100110010000,1,325,57,58
2454,0110100110010000,30,354,28,29
2455,1110100110010000,1,325,57,58
2456,0001100110010000,20,344,38,39
2457,1001100110010000,1,325,57,58
2458,0101100110010000,20,344,38,39
2459,1101100110010000,1,325,57,58
2460,0011100110010000,26,350,32,33
2461,1011100110010000,1,325,57,58
2462,0111100110010000,26,350,32,33
2463,1111100110010000,1,325,57,58
2464,0000010110010000,20,344,38,39
2465,1000010110010000,1,325,57,58
2466,0100010110010000,20,344,38,39
2467,1100010110010000,1,325,57,58
2468,0010010110010000,26,350,32,33
2469,1010010110010000,1,325,57,58
2470,0110010110010000,26,350,32,33
2471,1110010110010000,1,325,57,58
2472,0001010110010000,15,339,43,44
2473,1001010110010000,1,325,57,58
2474,0101010110010000,15,339,43,44
2475,1101010110010000,1,325,57,58
2476,0011010110010000,26,350,32,33
2477,1011010110010000,1,325,57,58
2478,0111010110010000,26,350,32,33
2479,1111010110010000,1,325,57,58
2480,0000110110010000,24,348,34,35
2481,1000110110010000,1,325,57,58
2482,0100110110010000,24,348,34,35
2483,1100110110010000,1,325,57,58
2484,0010110110010000,26,350,32,33
2485,1010110110010000,1,325,57,58
2486,0110110110010000,26,350,32,33
2487,1110110110010000,1,325,57,58
2488,0001110110010000,19,343,39,40
2489,1001110110010000,1,325,57,58
2490,0101110110010000,19,343,39,40
2491,1101110110010000,1,325,57,58
2492,0011110110010000,27,351,31,32
2493,1011110110010000,1,325,57,58
2494,0111110110010000,27,351,31,32
2495,1111110110010000,1,325,57,58
2496,0000001110010000,26,350,32,33
2497,1000001110010000,2,326,56,57
2498,0100001110010000,26,350,32,33
2499,1100001110010000,2,326,56,57
2500,0010001110010000,31,355,27,28
2501,1010001110010000,1,325,57,58
2502,0110001110010000,31,355,27,28
2503,1110001110010000,1,325,57,58
2504,0001001110010000,21,345,37,38
2505,1001001110010000,1,325,57,58
2506,0101001110010000,21,345,37,38
2507,1101001110010000,1,325,57,58
2508,0011001110010000,28,352,30,31
2509,1011001110010000,1,325,57,58
2510,0111001110010000,28,352,30,31
2511,1111001110010000,1,325,57,58
2512,0000101110010000,28,352,30,31
2513,1000101110010000,2,326,56,57
2514,0100101110010000,28,352,30,31
2515,1100101110010000,2,326,56,57
2516,0010101110010000,30,354,28,29
2517,1010101110010000,1,325,57,58
2518,0110101110010000,30,354,28,29
2519,1110101110010000,1,325,57,58
2520,0001101110010000,25,349,33,34
2521,1001101110010000,1,325,57,58
2522,0101101110010000,25,349,33,34
2523,1101101110010000,1,325,57,58
2524,0011101110010000,27,351,31,32
2525,1011101110010000,1,325,57,58
2526,0111101110010000,27,351,31,32
2527,1111101110010000,1,325,57,58
2528,0000011110010000,25,349,33,34
2529,1000011110010000,1,325,57,58
2530,0100011110010000,25,349,33,34
2531,1100011110010000,1,325,57,58
2532,0010011110010000,27,351,31,32
2533,1010011110010000,1,325,57,58
2534,0110011110010000,27,351,31,32
2535,1110011110010000,1,325,57,58
2536,0001011110010000,20,344,38,39
2537,1001011110010000,1,325,57,58
2538,0101011110010000,20,344,38,39
2539,1101011110010000,1,325,57,58
2540,0011011110010000,26,350,32,33
2541,1011011110010000,1,325,57,58
2542,0111011110010000,26,350,32,33
2543,1111011110010000,1,325,57,58
2544,0000111110010000,27,351,31,32
2545,1000111110010000,1,325,57,58
2546,0100111110010000,27,351,31,32
2547,1100111110010000,1,325,57,58
2548,0010111110010000,28,352,30,31
2549,1010111110010000,1,325,57,58
2550,0110111110010000,28,352,30,31
2551,1110111110010000,1,325,57,58
2552,0001111110010000,21,345,37,38
2553,1001111110010000,1,325,57,58
2554,0101111110010000,21,345,37,38
2555,1101111110010000,1,325,57,58
2556,0011111110010000,28,352,30,31
2557,1011111110010000,1,325,57,58
2558,0111111110010000,28,352,30,31
2559,1111111110010000,1,325,57,58
2560,0000000001010000,7,331,51,52
2561,1000000001010000,1,325,57,58
2562,0100000001010000,7,331,51,52
2563,1100000001010000,1,325,57,58
2564,0010000001010000,31,355,27,28
2565,1010000001010000,1,325,57,58
2566,0110000001010000,31,355,27,28
2567,1110000001010000,1,325,57,58
2568,0001000001010000,7,331,51,52
2569,1001000001010000,1,325,57,58
2570,0101000001010000,7,331,51,52
2571,1101000001010000,1,325,57,58
2572,0011000001010000,26,350,32,33
2573,1011000001010000,1,325,57,58
2574,0111000001010000,26,350,32,33
2575,1111000001010000,1,325,57,58
2576,0000100001010000,29,353,29,30
2577,1000100001010000,1,325,57,58
2578,0100100001010000,29,353,29,30
2579,1100100001010000,1,325,57,58
2580,0010100001010000,30,354,28,29
2581,1010100001010000,1,325,57,58
2582,0110100001010000,30,354,28,29
2583,1110100001010000,1,325,57,58
2584,0001100001010000,19,343,39,40
2585,1001100001010000,1,325,57,58
2586,0101100001010000,19,343,39,40
2587,1101100001010000,1,325,57,58
2588,0011100001010000,27,351,31,32
2589,1011100001010000,1,325,57,58
2590,0111100001010000,27,351,31,32
2591,1111100001010000,1,325,57,58
2592,0000010001010000,19,343,39,40
2593,1000010001010000,1,325,57,58
2594,0100010001010000,19,343,39,40
2595,1100010001010000,1,325,57,58
2596,0010010001010000,27,351,31,32
2597,1010010001010000,1,325,57,58
2598,0110010001010000,27,351,31,32
2599,1110010001010000,1,325,57,58
2600,0001010001010000,12,336,46,47
2601,1001010001010000,1,325,57,58
2602,0101010001010000,12,336,46,47
2603,1101010001010000,1,325,57,58
2604,0011010001010000,25,349,33,34
2605,1011010001010000,1,325,57,58
2606,0111010001010000,25,349,33,34
2607,1111010001010000,1,325,57,58
2608,0000110001010000,22,346,36,37
2609,1000110001010000,1,325,57,58
2610,0100110001010000,22,346,36,37
2611,1100110001010000,1,325,57,58
2612,0010110001010000,26,350,32,33
2613,1010110001010000,1,325,57,58
2614,0110110001010000,26,350,32,33
2615,1110110001010000,1,325,57,58
2616,0001110001010000,18,342,40,41
2617,1001110001010000,1,325,57,58
2618,0101110001010000,18,342,40,41
2619,1101110001010000,1,325,57,58
2620,0011110001010000,27,351,31,32
2621,1011110001010000,1,325,57,58
2622,0111110001010000,27,351,31,32
2623,1111110001010000,1,325,57,58
2624,0000001001010000,25,349,33,34
2625,1000001001010000,2,326,56,57
2626,0100001001010000,25,349,33,34
2627,1100001001010000,2,326,56,57
2628,0010001001010000,31,355,27,28
2629,1010001001010000,1,325,57,58
2630,0110001001010000,31,355,27,28
2631,1110001001010000,1,325,57,58
2632,0001001001010000,20,344,38,39
2633,1001001001010000,1,325,57,58
2634,0101001001010000,20,344,38,39
2635,1101001001010000,1,325,57,58
2636,0011001001010000,28,352,30,31
2637,1011001001010000,1,325,57,58
2638,0111001001010000,28,352,30,31
2639,1111001001010000,1,325,57,58
2640,0000101001010000,26,350,32,33
2641,1000101001010000,2,326,56,57
2642,0100101001010000,26,350,32,33
2643,1100101001010000,2,326,56,57
2644,0010101001010000,30,354,28,29
2645,1010101001010000,1,325,57,58
2646,0110101001010000,30,354,28,29
2647,1110101001010000,1,325,57,58
2648,0001101001010000,24,348,34,35
2649,1001101001010000,1,325,57,58
2650,0101101001010000,24,348,34,35
2651,1101101001010000,1,325,57,58
2652,0011101001010000,28,352,30,31
2653,1011101001010000,1,325,57,58
2654,0111101001010000,28,352,30,31
2655,1111101001010000,1,325,57,58
2656,0000011001010000,24,348,34,35
2657,1000011001010000,1,325,57,58
2658,0100011001010000,24,348,34,35
2659,1100011001010000,1,325,57,58
2660,0010011001010000,28,352,30,31
2661,1010011001010000,1,325,57,58
2662,0110011001010000,28,352,30,31
2663,1110011001010000,1,325,57,58
2664,0001011001010000,19,343,39,40
2665,1001011001010000,1,325,57,58
2666,0101011001010000,19,343,39,40
2667,1101011001010000,1,325,57,58
2668,0011011001010000,26,350,32,33
2669,1011011001010000,1,325,57,58
2670,0111011001010000,26,350,32,33
2671,1111011001010000,1,325,57,58
2672,0000111001010000,25,349,33,34
2673,1000111001010000,1,325,57,58
2674,0100111001010000,25,349,33,34
2675,1100111001010000,1,325,57,58
2676,0010111001010000,28,352,30,31
2677,1010111001010000,1,325,57,58
2678,0110111001010000,28,352,30,31
2679,1110111001010000,1,325,57,58
2680,0001111001010000,22,346,36,37
2681,1001111001010000,1,325,57,58
2682,0101111001010000,22,346,36,37
2683,1101111001010000,1,325,57,58
2684,0011111001010000,27,351,31,32
2685,1011111001010000,1,325,57,58
2686,0111111001010000,27,351,31,32
2687,1111111001010000,1,325,57,58
2688,0000000101010000,20,344,38,39
2689,1000000101010000,1,325,57,58
2690,0100000101010000,20,344,38,39
2691,1100000101010000,1,325,57,58
2692,0010000101010000,31,355,27,28
2693,1010000101010000,1,325,57,58
2694,0110000101010000,31,355,27,28
2695,1110000101010000,1,325,57,58
2696,0001000101010000,10,334,48,49
2697,1001000101010000,1,325,57,58
2698,0101000101010000,10,334,48,49
2699,1101000101010000,1,325,57,58
2700,0011000101010000,26,350,32,33
2701,1011000101010000,1,325,57,58
2702,0111000101010000,26,350,32,33
2703,1111000101010000,1,325,57,58
2704,0000100101010000,28,352,30,31
2705,1000100101010000,1,325,57,58
2706,0100100101010000,28,352,30,31
2707,1100100101010000,1,325,57,58
2708,0010100101010000,30,354,28,29
2709,1010100101010000,1,325,57,58
2710,0110100101010000,30,354,28,29
2711,1110100101010000,1,325,57,58
2712,0001100101010000,20,344,38,39
2713,1001100101010000,1,325,57,58
2714,0101100101010000,20,344,38,39
2715,1101100101010000,1,325,57,58
2716,0011100101010000,26,350,32,33
2717,1011100101010000,1,325,57,58
2718,0111100101010000,26,350,32,33
2719,1111100101010000,1,325,57,58
2720,0000010101010000,20,344,38,39
2721,1000010101010000,1,325,57,58
2722,0100010101010000,20,344,38,39
2723,1100010101010000,1,325,57,58
2724,0010010101010000,26,350,32,33
2725,1010010101010000,1,325,57,58
2726,0110010101010000,26,350,32,33
2727,1110010101010000,1,325,57,58
2728,0001010101010000,16,340,42,43
2729,1001010101010000,1,325,57,58
2730,0101010101010000,16,340,42,43
2731,1101010101010000,1,325,57,58
2732,0011010101010000,26,350,32,33
2733,1011010101010000,1,325,57,58
2734,0111010101010000,26,350,32,33
2735,1111010101010000,1,325,57,58
2736,0000110101010000,24,348,34,35
2737,1000110101010000,1,325,57,58
2738,0100110101010000,24,348,34,35
2739,1100110101010000,1,325,57,58
2740,0010110101010000,26,350,32,33
2741,1010110101010000,1,325,57,58
2742,0110110101010000,26,350,32,33
2743,1110110101010000,1,325,57,58
2744,0001110101010000,20,344,38,39
2745,1001110101010000,1,325,57,58
2746,0101110101010000,20,344,38,39
2747,1101110101010000,1,325,57,58
2748,0011110101010000,27,351,31,32
2749,1011110101010000,1,325,57,58
2750,0111110101010000,27,351,31,32
2751,1111110101010000,1,325,57,58
2752,0000001101010000,26,350,32,33
2753,1000001101010000,2,326,56,57
2754,0100001101010000,26,350,32,33
2755,1100001101010000,2,326,56,57
2756,0010001101010000,30,354,28,29
2757,1010001101010000,1,325,57,58
2758,0110001101010000,30,354,28,29
2759,1110001101010000,1,325,57,58
2760,0001001101010000,21,345,37,38
2761,1001001101010000,1,325,57,58
2762,0101001101010000,21,345,37,38
2763,1101001101010000,1,325,57,58
2764,0011001101010000,28,352,30,31
2765,1011001101010000,1,325,57,58
2766,0111001101010000,28,352,30,31
2767,1111001101010000,1,325,57,58
2768,0000101101010000,28,352,30,31
2769,1000101101010000,2,326,56,57
2770,0100101101010000,28,352,30,31
2771,1100101101010000,2,326,56,57
